run,epoch,loss,train_auprc,valid_auprc,valid_auc,best_epoch,gap_train_valid
11.08_S10_hidden_confounder_seed20260723,64,0.283,0.9446,0.8269,0.9405,63,0.11770000000000003
11.08_S10_hidden_confounder_seed20260723,65,0.294,0.9454,0.8272,0.9399,63,0.11819999999999997
11.08_S10_hidden_confounder_seed20260723,66,0.2644,0.9462,0.83,0.9399,63,0.11620000000000008
11.08_S10_hidden_confounder_seed20260723,67,0.2684,0.9467,0.8288,0.9394,63,0.1179
11.08_S10_hidden_confounder_seed20260723,68,0.2629,0.9472,0.8251,0.9388,63,0.1221000000000001
11.08_S10_hidden_confounder_seed20260723,69,0.2567,0.9484,0.8323,0.9393,63,0.11609999999999998
11.08_S10_hidden_confounder_seed20260723,70,0.2384,0.9495,0.8349,0.9401,70,0.11460000000000004
11.08_S10_hidden_confounder_seed20260723,71,0.2486,0.9501,0.8353,0.9402,71,0.1147999999999999
11.08_S10_hidden_confounder_seed20260723,72,0.2517,0.9508,0.8362,0.9403,72,0.11459999999999992
11.08_S10_hidden_confounder_seed20260723,73,0.2217,0.9513,0.8375,0.9404,73,0.11380000000000001
11.08_S10_hidden_confounder_seed20260723,74,0.2658,0.9514,0.834,0.9403,73,0.11740000000000006
11.08_S10_hidden_confounder_seed20260723,75,0.2349,0.9525,0.8372,0.9408,73,0.11529999999999996
11.08_S10_hidden_confounder_seed20260723,76,0.2501,0.953,0.8404,0.942,76,0.11259999999999992
11.08_S10_hidden_confounder_seed20260723,77,0.2325,0.9525,0.8411,0.9428,77,0.11140000000000005
11.08_S10_hidden_confounder_seed20260723,78,0.2344,0.953,0.8433,0.9434,78,0.10969999999999991
11.08_S10_hidden_confounder_seed20260723,79,0.2117,0.9535,0.8477,0.9439,79,0.1058
11.08_S10_hidden_confounder_seed20260723,80,0.2095,0.9538,0.8486,0.9451,80,0.10519999999999996
11.08_S10_hidden_confounder_seed20260723,81,0.2349,0.9541,0.8501,0.9455,81,0.10399999999999998
11.08_S10_hidden_confounder_seed20260723,82,0.2376,0.9549,0.8519,0.9457,82,0.10299999999999998
11.08_S10_hidden_confounder_seed20260723,83,0.2117,0.9549,0.8519,0.9459,82,0.10299999999999998
11.08_S10_hidden_confounder_seed20260723,84,0.2232,0.9545,0.852,0.9464,84,0.10250000000000004
11.08_S10_hidden_confounder_seed20260723,85,0.2172,0.9544,0.8552,0.9469,85,0.09920000000000007
11.08_S10_hidden_confounder_seed20260723,86,0.2254,0.9547,0.8578,0.9474,86,0.09689999999999999
11.08_S10_hidden_confounder_seed20260723,87,0.2242,0.9557,0.8576,0.9477,86,0.09809999999999997
11.08_S10_hidden_confounder_seed20260723,88,0.2157,0.9566,0.8577,0.9469,86,0.09889999999999999
11.08_S10_hidden_confounder_seed20260723,89,0.2227,0.9573,0.858,0.947,89,0.09930000000000005
11.08_S10_hidden_confounder_seed20260723,90,0.2181,0.9577,0.8607,0.9469,90,0.09699999999999998
11.08_S10_hidden_confounder_seed20260723,91,0.2256,0.9581,0.864,0.9481,91,0.09409999999999996
11.08_S10_hidden_confounder_seed20260723,92,0.2108,0.9582,0.8649,0.9484,92,0.09330000000000005
11.08_S10_hidden_confounder_seed20260723,93,0.1955,0.9578,0.8675,0.9492,93,0.09029999999999994
11.08_S10_hidden_confounder_seed20260723,94,0.2107,0.9585,0.8679,0.9488,94,0.09060000000000001
11.08_S10_hidden_confounder_seed20260723,95,0.2115,0.9592,0.8708,0.9489,95,0.08840000000000003
11.08_S10_hidden_confounder_seed20260723,96,0.1765,0.9596,0.8719,0.9489,96,0.0877
11.08_S10_hidden_confounder_seed20260723,97,0.1937,0.9599,0.8703,0.9487,96,0.08960000000000001
11.08_S10_hidden_confounder_seed20260723,98,0.2096,0.9601,0.8718,0.9487,96,0.08829999999999993
11.08_S10_hidden_confounder_seed20260723,99,0.1918,0.9607,0.8708,0.9487,96,0.08989999999999998
11.08_S10_hidden_confounder_seed20260723,100,0.1804,0.9607,0.8734,0.9495,100,0.08730000000000004
11.08_S10_hidden_confounder_seed20260723,101,0.1943,0.9609,0.8728,0.9495,100,0.08809999999999996
11.08_S10_hidden_confounder_seed20260723,102,0.1887,0.9611,0.8721,0.9495,100,0.08899999999999997
11.08_S10_hidden_confounder_seed20260723,103,0.1974,0.9616,0.8747,0.9504,103,0.08689999999999998
11.08_S10_hidden_confounder_seed20260723,104,0.2031,0.9622,0.8759,0.951,104,0.08630000000000004
11.08_S10_hidden_confounder_seed20260723,105,0.1746,0.9621,0.875,0.9509,104,0.08709999999999996
11.08_S10_hidden_confounder_seed20260723,106,0.1828,0.9621,0.8788,0.9515,106,0.08329999999999993
11.08_S10_hidden_confounder_seed20260723,107,0.1908,0.9621,0.881,0.9517,107,0.08109999999999995
11.08_S10_hidden_confounder_seed20260723,108,0.1677,0.9623,0.8776,0.9515,107,0.0847
11.08_S10_hidden_confounder_seed20260723,109,0.1885,0.9622,0.8723,0.9512,107,0.08990000000000009
11.08_S10_hidden_confounder_seed20260723,110,0.1732,0.9629,0.8727,0.9511,107,0.09019999999999995
11.08_S10_hidden_confounder_seed20260723,111,0.1921,0.9633,0.8739,0.9515,107,0.08940000000000003
11.08_S10_hidden_confounder_seed20260723,112,0.1748,0.9635,0.8731,0.9513,107,0.09040000000000004
11.08_S10_hidden_confounder_seed20260723,113,0.1866,0.9638,0.8712,0.9518,107,0.09260000000000002
11.08_S10_hidden_confounder_seed20260723,114,0.1776,0.9636,0.8702,0.9518,107,0.09340000000000004
11.08_S10_hidden_confounder_seed20260723,115,0.1813,0.964,0.8705,0.9517,107,0.09349999999999992
11.08_S10_hidden_confounder_seed20260723,116,0.1634,0.9646,0.8689,0.9517,107,0.09570000000000001
11.08_S10_hidden_confounder_seed20260723,117,0.1718,0.9655,0.8673,0.9515,107,0.09820000000000007
11.08_S10_hidden_confounder_seed20260723,118,0.1765,0.9664,0.8683,0.9516,107,0.09810000000000008
11.08_S10_hidden_confounder_seed20260723,119,0.1829,0.9668,0.8708,0.952,107,0.09599999999999997
11.08_S10_hidden_confounder_seed20260723,120,0.1626,0.967,0.8744,0.9524,107,0.09260000000000002
11.08_S10_hidden_confounder_seed20260723,121,0.1624,0.9666,0.8762,0.9531,107,0.09040000000000004
11.08_S10_hidden_confounder_seed20260723,122,0.1596,0.9665,0.8745,0.9524,107,0.09199999999999997
11.08_S10_hidden_confounder_seed20260723,123,0.1627,0.9664,0.8769,0.9527,107,0.08950000000000002
11.08_S10_hidden_confounder_seed20260723,124,0.144,0.9662,0.8768,0.9527,107,0.08939999999999992
11.08_S10_hidden_confounder_seed20260723,125,0.172,0.9662,0.8763,0.9529,107,0.08989999999999998
11.08_S10_hidden_confounder_seed20260723,126,0.1712,0.9667,0.8742,0.9527,107,0.09250000000000003
11.08_S10_hidden_confounder_seed20260723,127,0.1614,0.9676,0.8772,0.9525,107,0.09040000000000004
11.08_S10_hidden_confounder_seed20260723,128,0.1641,0.9679,0.8761,0.9522,107,0.09179999999999999
11.08_S10_hidden_confounder_seed20260723,129,0.167,0.9681,0.8795,0.9528,107,0.08860000000000001
11.08_S10_hidden_confounder_seed20260723,130,0.1523,0.9677,0.88,0.9528,107,0.0877
11.08_S10_hidden_confounder_seed20260723,131,0.1547,0.9677,0.8817,0.9528,131,0.08599999999999997
11.08_S10_hidden_confounder_seed20260723,132,0.16,0.9685,0.8829,0.9529,132,0.08560000000000001
11.08_S10_hidden_confounder_seed20260723,133,0.1678,0.9692,0.8843,0.9528,133,0.08489999999999998
11.08_S10_hidden_confounder_seed20260723,134,0.1541,0.9697,0.8832,0.9523,133,0.08650000000000002
11.08_S10_hidden_confounder_seed20260723,135,0.157,0.9701,0.8842,0.9524,133,0.08589999999999998
11.08_S10_hidden_confounder_seed20260723,136,0.1561,0.9702,0.8837,0.9524,133,0.08649999999999991
11.08_S10_hidden_confounder_seed20260723,137,0.1544,0.9707,0.8838,0.9525,133,0.08689999999999998
11.08_S10_hidden_confounder_seed20260723,138,0.1452,0.9705,0.8832,0.9523,133,0.08730000000000004
11.08_S10_hidden_confounder_seed20260723,139,0.155,0.9704,0.8815,0.9522,133,0.08890000000000009
11.08_S10_hidden_confounder_seed20260723,140,0.1469,0.971,0.881,0.9517,133,0.08999999999999997
11.08_S10_hidden_confounder_seed20260723,141,0.1586,0.972,0.8817,0.9517,133,0.09029999999999994
11.08_S10_hidden_confounder_seed20260723,142,0.1438,0.9724,0.8822,0.9515,133,0.09020000000000006
11.08_S10_hidden_confounder_seed20260723,143,0.1608,0.9728,0.8797,0.951,133,0.09309999999999996
11.08_S10_hidden_confounder_seed20260723,144,0.1555,0.9732,0.8817,0.951,133,0.09149999999999991
11.08_S10_hidden_confounder_seed20260723,145,0.16,0.9735,0.8808,0.951,133,0.0927
11.08_S10_hidden_confounder_seed20260723,146,0.144,0.9737,0.8824,0.9513,133,0.09130000000000005
11.08_S10_hidden_confounder_seed20260723,147,0.1449,0.9736,0.8834,0.9518,133,0.09020000000000006
11.08_S10_hidden_confounder_seed20260723,148,0.1568,0.9733,0.8826,0.9514,133,0.0907
11.08_S10_hidden_confounder_seed20260723,149,0.1529,0.9738,0.8821,0.9511,133,0.0917
11.08_S10_hidden_confounder_seed20260723,150,0.1549,0.9744,0.8836,0.9513,133,0.09079999999999999
11.08_S10_hidden_confounder_seed20260723,151,0.1304,0.9754,0.8843,0.9515,151,0.09110000000000007
11.08_S10_hidden_confounder_seed20260723,152,0.1566,0.9761,0.8859,0.952,152,0.09019999999999995
11.08_S10_hidden_confounder_seed20260723,153,0.1358,0.9767,0.887,0.9525,153,0.0897
11.08_S10_hidden_confounder_seed20260723,154,0.1507,0.9772,0.8882,0.9526,154,0.08899999999999997
11.08_S10_hidden_confounder_seed20260723,155,0.1451,0.9772,0.8882,0.9523,154,0.08899999999999997
11.08_S10_hidden_confounder_seed20260723,156,0.1368,0.9776,0.8872,0.952,154,0.09040000000000004
11.08_S10_hidden_confounder_seed20260723,157,0.1292,0.9778,0.8881,0.9515,154,0.0897
11.08_S10_hidden_confounder_seed20260723,158,0.1302,0.9778,0.888,0.9517,154,0.08979999999999999
11.08_S10_hidden_confounder_seed20260723,159,0.1244,0.978,0.8876,0.9514,154,0.09040000000000004
11.08_S10_hidden_confounder_seed20260723,160,0.13,0.978,0.8871,0.9511,154,0.09089999999999998
11.08_S10_hidden_confounder_seed20260723,161,0.1296,0.9782,0.889,0.9512,161,0.08919999999999995
11.08_S10_hidden_confounder_seed20260723,162,0.1399,0.9784,0.8894,0.9512,162,0.08900000000000008
11.08_S10_hidden_confounder_seed20260723,163,0.1332,0.9789,0.8912,0.9514,163,0.0877
11.08_S10_hidden_confounder_seed20260723,164,0.1333,0.9793,0.8917,0.9518,164,0.0875999999999999
11.08_S10_hidden_confounder_seed20260723,165,0.1344,0.9796,0.8907,0.9517,164,0.08889999999999998
11.08_S10_hidden_confounder_seed20260723,166,0.1389,0.9801,0.8917,0.9523,164,0.08839999999999992
11.08_S10_hidden_confounder_seed20260723,167,0.1175,0.9802,0.8945,0.9534,167,0.0857
11.08_S10_hidden_confounder_seed20260723,168,0.1426,0.9805,0.8945,0.9533,167,0.08600000000000008
11.08_S10_hidden_confounder_seed20260723,169,0.1348,0.9809,0.8947,0.9533,169,0.08619999999999994
11.08_S10_hidden_confounder_seed20260723,170,0.1246,0.9813,0.8944,0.9532,169,0.08689999999999998
11.08_S10_hidden_confounder_seed20260723,171,0.1409,0.9818,0.8956,0.9536,171,0.08620000000000005
11.08_S10_hidden_confounder_seed20260723,172,0.1255,0.9821,0.8948,0.9534,171,0.08729999999999993
11.08_S10_hidden_confounder_seed20260723,173,0.1353,0.9822,0.8952,0.9533,171,0.08699999999999997
11.08_S10_hidden_confounder_seed20260723,174,0.1325,0.9822,0.8953,0.9536,171,0.08689999999999998
11.08_S10_hidden_confounder_seed20260723,175,0.1129,0.9819,0.894,0.9533,171,0.08789999999999998
11.08_S10_hidden_confounder_seed20260723,176,0.1239,0.9819,0.8937,0.9528,171,0.08819999999999995
11.08_S10_hidden_confounder_seed20260723,177,0.1335,0.9824,0.8935,0.9524,171,0.08890000000000009
11.08_S10_hidden_confounder_seed20260723,178,0.118,0.983,0.8944,0.9524,171,0.08860000000000001
11.08_S10_hidden_confounder_seed20260723,179,0.1434,0.9837,0.8935,0.952,171,0.09020000000000006
11.08_S10_hidden_confounder_seed20260723,180,0.1244,0.9842,0.893,0.9521,171,0.09119999999999995
11.08_S10_hidden_confounder_seed20260723,181,0.1306,0.9846,0.8927,0.9517,171,0.09189999999999998
11.08_S10_hidden_confounder_seed20260723,182,0.1338,0.9849,0.8912,0.9507,171,0.0937
11.08_S10_hidden_confounder_seed20260723,183,0.1224,0.9846,0.8924,0.9505,171,0.09220000000000006
11.08_S10_hidden_confounder_seed20260723,184,0.1086,0.9843,0.8931,0.9499,171,0.09119999999999995
11.08_S10_hidden_confounder_seed20260723,185,0.1093,0.9841,0.8929,0.9498,171,0.09119999999999995
11.08_S10_hidden_confounder_seed20260723,186,0.1153,0.9841,0.8938,0.9495,171,0.09029999999999994
11.08_S10_hidden_confounder_seed20260723,187,0.1163,0.9849,0.8937,0.9493,171,0.09119999999999995
11.08_S10_hidden_confounder_seed20260723,188,0.1234,0.9855,0.8958,0.9507,188,0.0897
11.08_S10_hidden_confounder_seed20260723,189,0.113,0.9862,0.8975,0.9511,189,0.0887
11.08_S10_hidden_confounder_seed20260723,190,0.1279,0.9866,0.8962,0.9506,189,0.09040000000000004
11.08_S10_hidden_confounder_seed20260723,191,0.13,0.9868,0.8966,0.9505,189,0.09020000000000006
11.08_S10_hidden_confounder_seed20260723,192,0.1111,0.9865,0.8946,0.9493,189,0.09190000000000009
11.08_S10_hidden_confounder_seed20260723,193,0.1192,0.9858,0.8921,0.9488,189,0.0937
11.08_S10_hidden_confounder_seed20260723,194,0.116,0.9852,0.8924,0.949,189,0.0928
11.08_S10_hidden_confounder_seed20260723,195,0.1289,0.9851,0.8917,0.9489,189,0.09339999999999993
11.08_S10_hidden_confounder_seed20260723,196,0.1148,0.9851,0.8914,0.949,189,0.0937
11.08_S10_hidden_confounder_seed20260723,197,0.1116,0.9857,0.8894,0.9485,189,0.09630000000000005
11.08_S10_hidden_confounder_seed20260723,198,0.1163,0.9864,0.8904,0.9492,189,0.09600000000000009
11.08_S10_hidden_confounder_seed20260723,199,0.1109,0.9869,0.8905,0.9495,189,0.09640000000000004
11.08_S10_hidden_confounder_seed20260723,200,0.1092,0.987,0.8915,0.9496,189,0.09550000000000003
11.08_S10_multihospital_seed20260721,1,1.0395,0.4832,0.5138,0.7438,1,-0.030600000000000016
11.08_S10_multihospital_seed20260721,2,1.0158,0.5556,0.5351,0.7547,2,0.020499999999999963
11.08_S10_multihospital_seed20260721,3,0.9818,0.5826,0.5813,0.7642,3,0.0012999999999999678
11.08_S10_multihospital_seed20260721,4,0.9637,0.5975,0.5733,0.7715,3,0.0242
11.08_S10_multihospital_seed20260721,5,0.9556,0.6085,0.5813,0.7764,3,0.027200000000000002
11.08_S10_multihospital_seed20260721,6,0.9491,0.6182,0.5874,0.7827,6,0.03079999999999994
11.08_S10_multihospital_seed20260721,7,0.9201,0.6297,0.5984,0.7937,7,0.031299999999999994
11.08_S10_multihospital_seed20260721,8,0.9135,0.6388,0.5903,0.7987,7,0.04849999999999999
11.08_S10_multihospital_seed20260721,9,0.8911,0.6477,0.6066,0.8063,9,0.041100000000000025
11.08_S10_multihospital_seed20260721,10,0.8754,0.6576,0.6215,0.8163,10,0.03609999999999991
11.08_S10_multihospital_seed20260721,11,0.8816,0.6746,0.624,0.824,11,0.05059999999999998
11.08_S10_multihospital_seed20260721,12,0.8517,0.6826,0.6182,0.8348,11,0.06440000000000001
11.08_S10_multihospital_seed20260721,13,0.8622,0.6907,0.6225,0.8433,11,0.06819999999999993
11.08_S10_multihospital_seed20260721,14,0.8171,0.7019,0.6246,0.8505,14,0.07729999999999992
11.08_S10_multihospital_seed20260721,15,0.8065,0.7108,0.6301,0.8537,15,0.0807
11.08_S10_multihospital_seed20260721,16,0.7985,0.7198,0.6344,0.8561,16,0.08540000000000003
11.08_S10_multihospital_seed20260721,17,0.7708,0.7322,0.6395,0.8593,17,0.0927
11.08_S10_multihospital_seed20260721,18,0.7506,0.7449,0.657,0.8671,18,0.08789999999999998
11.08_S10_multihospital_seed20260721,19,0.7438,0.758,0.6656,0.8732,19,0.09240000000000004
11.08_S10_multihospital_seed20260721,20,0.7081,0.768,0.6803,0.8801,20,0.0877
11.08_S10_multihospital_seed20260721,21,0.7011,0.7774,0.6882,0.8853,21,0.08919999999999995
11.08_S10_multihospital_seed20260721,22,0.6837,0.7877,0.6973,0.8919,22,0.09039999999999992
11.08_S10_multihospital_seed20260721,23,0.6647,0.7986,0.7184,0.9003,23,0.08019999999999994
11.08_S10_multihospital_seed20260721,24,0.6647,0.8084,0.7256,0.9047,24,0.08279999999999998
11.08_S10_multihospital_seed20260721,25,0.6253,0.8175,0.7309,0.9072,25,0.08660000000000001
11.08_S10_multihospital_seed20260721,26,0.6252,0.8256,0.7283,0.91,25,0.09730000000000005
11.08_S10_multihospital_seed20260721,27,0.6117,0.8342,0.7299,0.9117,25,0.10430000000000006
11.08_S10_multihospital_seed20260721,28,0.5985,0.8423,0.7308,0.9135,25,0.11150000000000004
11.08_S10_multihospital_seed20260721,29,0.6053,0.8509,0.7362,0.9175,29,0.11470000000000002
11.08_S10_multihospital_seed20260721,30,0.5522,0.8592,0.7395,0.9204,30,0.11969999999999992
11.08_S10_multihospital_seed20260721,31,0.5282,0.8663,0.7412,0.9231,31,0.1251
11.08_S10_multihospital_seed20260721,32,0.5276,0.8724,0.7445,0.9248,32,0.1278999999999999
11.08_S10_multihospital_seed20260721,33,0.5181,0.8763,0.7444,0.9263,32,0.13190000000000002
11.08_S10_multihospital_seed20260721,34,0.495,0.8803,0.7456,0.9282,34,0.13469999999999993
11.08_S10_multihospital_seed20260721,35,0.4737,0.8847,0.7453,0.9302,34,0.13940000000000008
11.08_S10_multihospital_seed20260721,36,0.4563,0.8891,0.7476,0.9323,36,0.14149999999999996
11.08_S10_multihospital_seed20260721,37,0.4487,0.8933,0.7511,0.9349,37,0.1422
11.08_S10_multihospital_seed20260721,38,0.4554,0.898,0.755,0.9365,38,0.14300000000000002
11.08_S10_multihospital_seed20260721,39,0.4395,0.9034,0.7595,0.9382,39,0.14390000000000003
11.08_S10_multihospital_seed20260721,40,0.4168,0.9071,0.7755,0.9391,40,0.13160000000000005
11.08_S10_multihospital_seed20260721,41,0.4029,0.9096,0.7728,0.9394,40,0.13679999999999992
11.08_S10_multihospital_seed20260721,42,0.387,0.9114,0.7801,0.9417,42,0.13129999999999997
11.08_S10_multihospital_seed20260721,43,0.3681,0.9143,0.7826,0.9428,43,0.13170000000000004
11.08_S10_multihospital_seed20260721,44,0.3587,0.9169,0.786,0.944,44,0.13090000000000002
11.08_S10_multihospital_seed20260721,45,0.3664,0.9195,0.7955,0.9467,45,0.124
11.08_S10_multihospital_seed20260721,46,0.348,0.9211,0.8008,0.9471,46,0.12030000000000007
11.08_S10_multihospital_seed20260721,47,0.347,0.923,0.8054,0.9481,47,0.11760000000000004
11.08_S10_multihospital_seed20260721,48,0.3283,0.9243,0.8061,0.9483,48,0.11819999999999997
11.08_S10_multihospital_seed20260721,49,0.3168,0.926,0.8095,0.9484,49,0.11650000000000005
11.08_S10_multihospital_seed20260721,50,0.3209,0.928,0.8132,0.9495,50,0.11480000000000001
11.08_S10_multihospital_seed20260721,51,0.3093,0.9306,0.8194,0.951,51,0.11119999999999997
11.08_S10_multihospital_seed20260721,52,0.3018,0.9317,0.8231,0.9513,52,0.10859999999999992
11.08_S10_multihospital_seed20260721,53,0.3037,0.9329,0.8261,0.9523,53,0.1068
11.08_S10_multihospital_seed20260721,54,0.2814,0.9344,0.83,0.9529,54,0.10440000000000005
11.08_S10_multihospital_seed20260721,55,0.2992,0.9356,0.8322,0.9531,55,0.10339999999999994
11.08_S10_multihospital_seed20260721,56,0.2811,0.9373,0.8337,0.9531,56,0.10360000000000003
11.08_S10_multihospital_seed20260721,57,0.2786,0.9385,0.8439,0.9528,57,0.09460000000000002
11.08_S10_multihospital_seed20260721,58,0.2628,0.9395,0.8497,0.9526,58,0.08979999999999999
11.08_S10_multihospital_seed20260721,59,0.2534,0.9401,0.8569,0.9534,59,0.08320000000000005
11.08_S10_multihospital_seed20260721,60,0.248,0.9387,0.8583,0.954,60,0.08040000000000003
11.08_S10_multihospital_seed20260721,61,0.2624,0.9396,0.8636,0.9547,61,0.07599999999999996
11.08_S10_multihospital_seed20260721,62,0.244,0.9411,0.8687,0.9554,62,0.07240000000000002
11.08_S10_multihospital_seed20260721,63,0.2388,0.9416,0.8712,0.9558,63,0.07040000000000002
11.08_S10_multihospital_seed20260721,64,0.2585,0.9434,0.8723,0.9561,64,0.07110000000000005
11.08_S10_multihospital_seed20260721,65,0.2497,0.9444,0.8724,0.9563,65,0.07200000000000006
11.08_S10_multihospital_seed20260721,66,0.2488,0.9451,0.8739,0.9564,66,0.07120000000000004
11.08_S10_multihospital_seed20260721,67,0.2517,0.9463,0.8735,0.9564,66,0.07279999999999998
11.08_S10_multihospital_seed20260721,68,0.2446,0.9477,0.8776,0.9571,68,0.07009999999999994
11.08_S10_multihospital_seed20260721,69,0.2146,0.9497,0.8804,0.9575,69,0.06930000000000003
11.08_S10_multihospital_seed20260721,70,0.2249,0.9515,0.8834,0.9586,70,0.06810000000000005
11.08_S10_multihospital_seed20260721,71,0.2324,0.9527,0.884,0.959,71,0.06869999999999998
11.08_S10_multihospital_seed20260721,72,0.241,0.953,0.884,0.959,71,0.06899999999999995
11.08_S10_multihospital_seed20260721,73,0.2022,0.9536,0.8827,0.959,71,0.07089999999999996
11.08_S10_multihospital_seed20260721,74,0.2161,0.9536,0.8819,0.9588,71,0.07169999999999999
11.08_S10_multihospital_seed20260721,75,0.2122,0.9536,0.8813,0.9586,71,0.07230000000000003
11.08_S10_multihospital_seed20260721,76,0.2129,0.954,0.8808,0.9585,71,0.07319999999999993
11.08_S10_multihospital_seed20260721,77,0.2075,0.9538,0.8829,0.9593,71,0.07089999999999996
11.08_S10_multihospital_seed20260721,78,0.1999,0.9541,0.8826,0.9593,71,0.0714999999999999
11.08_S10_multihospital_seed20260721,79,0.216,0.9531,0.8835,0.9598,71,0.0696
11.08_S10_multihospital_seed20260721,80,0.1974,0.9534,0.8842,0.96,80,0.06920000000000004
11.08_S10_multihospital_seed20260721,81,0.2195,0.9537,0.8876,0.9606,81,0.06610000000000005
11.08_S10_multihospital_seed20260721,82,0.2074,0.954,0.8885,0.9604,82,0.0655
11.08_S10_multihospital_seed20260721,83,0.1806,0.9546,0.8924,0.9608,83,0.06220000000000003
11.08_S10_multihospital_seed20260721,84,0.195,0.9547,0.8919,0.9609,83,0.06279999999999997
11.08_S10_multihospital_seed20260721,85,0.1898,0.9547,0.8908,0.961,83,0.06389999999999996
11.08_S10_multihospital_seed20260721,86,0.2059,0.9547,0.8911,0.9611,83,0.06359999999999999
11.08_S10_multihospital_seed20260721,87,0.1826,0.9553,0.8898,0.961,83,0.0655
11.08_S10_multihospital_seed20260721,88,0.1889,0.9565,0.8924,0.9615,88,0.06410000000000005
11.08_S10_multihospital_seed20260721,89,0.1934,0.9571,0.893,0.9618,89,0.06409999999999993
11.08_S10_multihospital_seed20260721,90,0.1742,0.9577,0.8895,0.9606,89,0.06820000000000004
11.08_S10_multihospital_seed20260721,91,0.1831,0.958,0.8901,0.9607,89,0.06789999999999996
11.08_S10_multihospital_seed20260721,92,0.1842,0.9587,0.8887,0.9604,89,0.06999999999999995
11.08_S10_multihospital_seed20260721,93,0.1803,0.959,0.8879,0.9601,89,0.07109999999999994
11.08_S10_multihospital_seed20260721,94,0.1811,0.9588,0.8872,0.9599,89,0.0716
11.08_S10_multihospital_seed20260721,95,0.178,0.9587,0.8854,0.9596,89,0.07330000000000003
11.08_S10_multihospital_seed20260721,96,0.1942,0.9595,0.8845,0.9597,89,0.07500000000000007
11.08_S10_multihospital_seed20260721,97,0.1887,0.9599,0.8887,0.9609,89,0.07119999999999993
11.08_S10_multihospital_seed20260721,98,0.183,0.9609,0.8948,0.9621,98,0.06609999999999994
11.08_S10_multihospital_seed20260721,99,0.1875,0.9613,0.8979,0.9629,99,0.06340000000000001
11.08_S10_multihospital_seed20260721,100,0.1837,0.9618,0.8996,0.9633,100,0.06220000000000003
11.08_S10_multihospital_seed20260721,101,0.1828,0.9624,0.8999,0.9635,101,0.0625
11.08_S10_multihospital_seed20260721,102,0.1645,0.9627,0.8993,0.9635,101,0.06340000000000001
11.08_S10_multihospital_seed20260721,103,0.1611,0.9627,0.8954,0.9624,101,0.06730000000000003
11.08_S10_multihospital_seed20260721,104,0.174,0.9631,0.8944,0.9621,101,0.06869999999999998
11.08_S10_multihospital_seed20260721,105,0.1672,0.9641,0.8951,0.9625,101,0.06899999999999995
11.08_S10_multihospital_seed20260721,106,0.1664,0.9644,0.8958,0.9628,101,0.0686
11.08_S10_multihospital_seed20260721,107,0.1667,0.965,0.8975,0.9631,101,0.0675
11.08_S10_multihospital_seed20260721,108,0.167,0.9652,0.8999,0.9641,101,0.06529999999999991
11.08_S10_multihospital_seed20260721,109,0.1767,0.9659,0.8992,0.964,101,0.06669999999999998
11.08_S10_multihospital_seed20260721,110,0.1517,0.9665,0.8977,0.9634,101,0.06879999999999997
11.08_S10_multihospital_seed20260721,111,0.1569,0.9667,0.898,0.9635,101,0.06869999999999998
11.08_S10_multihospital_seed20260721,112,0.1585,0.9672,0.898,0.9635,101,0.06919999999999993
11.08_S10_multihospital_seed20260721,113,0.1791,0.9678,0.9018,0.9642,113,0.06599999999999995
11.08_S10_multihospital_seed20260721,114,0.1677,0.9682,0.9031,0.9646,114,0.06509999999999994
11.08_S10_multihospital_seed20260721,115,0.1562,0.9685,0.9037,0.9647,115,0.06480000000000008
11.08_S10_multihospital_seed20260721,116,0.1752,0.9689,0.9048,0.965,116,0.06409999999999993
11.08_S10_multihospital_seed20260721,117,0.1548,0.9694,0.9052,0.9648,117,0.06420000000000003
11.08_S10_multihospital_seed20260721,118,0.1704,0.9698,0.907,0.9651,118,0.06279999999999997
11.08_S10_multihospital_seed20260721,119,0.1583,0.9699,0.9105,0.9657,119,0.05940000000000001
11.08_S10_multihospital_seed20260721,120,0.1659,0.9704,0.9133,0.9658,120,0.05710000000000004
11.08_S10_multihospital_seed20260721,121,0.1662,0.9707,0.9135,0.9658,121,0.05720000000000003
11.08_S10_multihospital_seed20260721,122,0.1707,0.9711,0.9109,0.9654,121,0.06019999999999992
11.08_S10_multihospital_seed20260721,123,0.1638,0.9715,0.9101,0.9652,121,0.06140000000000001
11.08_S10_multihospital_seed20260721,124,0.1688,0.9718,0.9108,0.9653,121,0.06099999999999994
11.08_S10_multihospital_seed20260721,125,0.1639,0.9718,0.9123,0.9658,121,0.0595
11.08_S10_multihospital_seed20260721,126,0.1618,0.9715,0.9118,0.966,121,0.059699999999999975
11.08_S10_multihospital_seed20260721,127,0.1846,0.9715,0.9102,0.9658,121,0.06130000000000002
11.08_S10_multihospital_seed20260721,128,0.1595,0.9718,0.9084,0.9654,121,0.06340000000000001
11.08_S10_multihospital_seed20260721,129,0.1645,0.9722,0.9064,0.9651,121,0.06579999999999997
11.08_S10_multihospital_seed20260721,130,0.1478,0.9726,0.9051,0.9652,121,0.0675
11.08_S10_multihospital_seed20260721,131,0.1511,0.9729,0.9047,0.9652,121,0.06820000000000004
11.08_S10_multihospital_seed20260721,132,0.1615,0.9731,0.9032,0.965,121,0.06989999999999996
11.08_S10_multihospital_seed20260721,133,0.1546,0.9736,0.9027,0.9647,121,0.07090000000000007
