run,epoch,loss,train_auprc,valid_auprc,valid_auc,best_epoch,gap_train_valid
FINAL_kan_shallow_multihospital_seed20260725,137,0.1815,0.9667,0.8885,0.9647,137,0.07820000000000005
FINAL_kan_shallow_multihospital_seed20260725,138,0.1731,0.9672,0.8894,0.965,138,0.07779999999999998
FINAL_kan_shallow_multihospital_seed20260725,139,0.1596,0.9676,0.89,0.9651,139,0.0776
FINAL_kan_shallow_multihospital_seed20260725,140,0.167,0.9675,0.8917,0.9647,140,0.07579999999999998
FINAL_kan_shallow_multihospital_seed20260725,141,0.1746,0.9674,0.8932,0.9645,141,0.07420000000000004
FINAL_kan_shallow_multihospital_seed20260725,142,0.1648,0.9684,0.8944,0.9648,142,0.07400000000000007
FINAL_kan_shallow_multihospital_seed20260725,143,0.1827,0.9685,0.8921,0.9647,142,0.07640000000000002
FINAL_kan_shallow_multihospital_seed20260725,144,0.1665,0.9679,0.8936,0.9648,142,0.07430000000000003
FINAL_kan_shallow_multihospital_seed20260725,145,0.1594,0.9684,0.8889,0.9645,142,0.07950000000000002
FINAL_kan_shallow_multihospital_seed20260725,146,0.1663,0.9676,0.8896,0.9647,142,0.07800000000000007
FINAL_kan_shallow_multihospital_seed20260725,147,0.1735,0.968,0.8909,0.9651,142,0.07709999999999995
FINAL_kan_shallow_multihospital_seed20260725,148,0.1933,0.9686,0.8943,0.9657,142,0.07430000000000003
FINAL_kan_shallow_multihospital_seed20260725,149,0.1681,0.9695,0.8954,0.9657,149,0.07410000000000005
FINAL_kan_shallow_multihospital_seed20260725,150,0.1549,0.9697,0.897,0.9663,150,0.07269999999999999
FINAL_kan_shallow_multihospital_seed20260725,151,0.1662,0.9707,0.8963,0.966,150,0.07440000000000002
FINAL_kan_shallow_multihospital_seed20260725,152,0.1586,0.9694,0.8948,0.9657,150,0.0746
FINAL_kan_shallow_multihospital_seed20260725,153,0.1639,0.9692,0.8905,0.9658,150,0.07869999999999999
FINAL_kan_shallow_multihospital_seed20260725,154,0.1694,0.9698,0.8908,0.966,150,0.07899999999999996
FINAL_kan_shallow_multihospital_seed20260725,155,0.1578,0.9707,0.891,0.9658,150,0.0797
FINAL_kan_shallow_multihospital_seed20260725,156,0.1543,0.9697,0.8914,0.9662,150,0.07830000000000004
FINAL_kan_shallow_multihospital_seed20260725,157,0.1541,0.9694,0.8902,0.966,150,0.07920000000000005
FINAL_kan_shallow_multihospital_seed20260725,158,0.1808,0.9701,0.89,0.9662,150,0.08009999999999995
FINAL_kan_shallow_multihospital_seed20260725,159,0.1616,0.969,0.8878,0.9655,150,0.08119999999999994
FINAL_kan_shallow_multihospital_seed20260725,160,0.1623,0.9685,0.8817,0.9653,150,0.08679999999999999
FINAL_kan_shallow_multihospital_seed20260725,161,0.1543,0.9695,0.8796,0.9647,150,0.08989999999999998
FINAL_kan_shallow_multihospital_seed20260725,162,0.1546,0.9708,0.8815,0.9653,150,0.08930000000000005
FINAL_kan_shallow_multihospital_seed20260725,163,0.1621,0.9706,0.8821,0.9655,150,0.08850000000000002
FINAL_kan_shallow_multihospital_seed20260725,164,0.164,0.9709,0.8839,0.9658,150,0.08699999999999997
FINAL_kan_shallow_multihospital_seed20260725,165,0.1508,0.9711,0.8835,0.9658,150,0.08760000000000001
FINAL_kan_shallow_multihospital_seed20260725,166,0.1468,0.9716,0.8838,0.9662,150,0.08779999999999999
FINAL_kan_shallow_multihospital_seed20260725,167,0.149,0.9724,0.8925,0.9668,150,0.07990000000000008
FINAL_kan_shallow_multihospital_seed20260725,168,0.1467,0.9727,0.8991,0.9673,168,0.0736
FINAL_kan_shallow_multihospital_seed20260725,169,0.1569,0.9727,0.8998,0.9676,169,0.07289999999999996
FINAL_kan_shallow_multihospital_seed20260725,170,0.1667,0.9733,0.8995,0.9677,169,0.07380000000000009
FINAL_kan_shallow_multihospital_seed20260725,171,0.1525,0.9725,0.8924,0.9674,169,0.08010000000000006
FINAL_kan_shallow_multihospital_seed20260725,172,0.1541,0.9719,0.8944,0.9679,169,0.07750000000000001
FINAL_kan_shallow_multihospital_seed20260725,173,0.1527,0.9728,0.9002,0.9682,173,0.0726
FINAL_kan_shallow_multihospital_seed20260725,174,0.1521,0.9734,0.9023,0.9682,174,0.07110000000000005
FINAL_kan_shallow_multihospital_seed20260725,175,0.1548,0.973,0.9036,0.9685,175,0.06940000000000002
FINAL_kan_shallow_multihospital_seed20260725,176,0.1494,0.9735,0.9024,0.9682,175,0.07110000000000005
FINAL_kan_shallow_multihospital_seed20260725,177,0.1576,0.9734,0.9005,0.9682,175,0.07290000000000008
FINAL_kan_shallow_multihospital_seed20260725,178,0.1508,0.9732,0.8995,0.9679,175,0.07369999999999999
FINAL_kan_shallow_multihospital_seed20260725,179,0.158,0.9737,0.8995,0.9673,175,0.07420000000000004
FINAL_kan_shallow_multihospital_seed20260725,180,0.1417,0.973,0.9048,0.968,180,0.06819999999999993
FINAL_kan_shallow_multihospital_seed20260725,181,0.1566,0.9727,0.904,0.9677,180,0.06869999999999998
FINAL_kan_shallow_multihospital_seed20260725,182,0.1569,0.9736,0.9021,0.9674,180,0.07150000000000001
FINAL_kan_shallow_multihospital_seed20260725,183,0.1547,0.9743,0.8959,0.9674,180,0.07840000000000003
FINAL_kan_shallow_multihospital_seed20260725,184,0.1315,0.9742,0.8954,0.9676,180,0.07879999999999998
FINAL_kan_shallow_multihospital_seed20260725,185,0.1487,0.9744,0.8953,0.9677,180,0.07910000000000006
FINAL_kan_shallow_multihospital_seed20260725,186,0.1495,0.9753,0.9014,0.968,180,0.07389999999999997
FINAL_kan_shallow_multihospital_seed20260725,187,0.1379,0.9758,0.9014,0.9677,180,0.07440000000000002
FINAL_kan_shallow_multihospital_seed20260725,188,0.1473,0.9758,0.9023,0.9678,180,0.07350000000000001
FINAL_kan_shallow_multihospital_seed20260725,189,0.1479,0.9759,0.904,0.9674,180,0.07189999999999996
FINAL_kan_shallow_multihospital_seed20260725,190,0.1375,0.9762,0.9062,0.9672,190,0.06999999999999995
FINAL_kan_shallow_multihospital_seed20260725,191,0.1526,0.9772,0.9152,0.9682,191,0.061999999999999944
FINAL_kan_shallow_multihospital_seed20260725,192,0.1494,0.9773,0.9152,0.9687,191,0.06209999999999993
FINAL_kan_shallow_multihospital_seed20260725,193,0.1332,0.9765,0.9167,0.9689,193,0.059800000000000075
FINAL_kan_shallow_multihospital_seed20260725,194,0.134,0.9758,0.9134,0.9682,193,0.06240000000000001
FINAL_kan_shallow_multihospital_seed20260725,195,0.1413,0.9754,0.911,0.9677,193,0.06440000000000001
FINAL_kan_shallow_multihospital_seed20260725,196,0.1394,0.9751,0.9093,0.9677,193,0.06579999999999997
FINAL_kan_shallow_multihospital_seed20260725,197,0.1401,0.9758,0.9062,0.9672,193,0.0696
FINAL_kan_shallow_multihospital_seed20260725,198,0.1467,0.9764,0.9056,0.9678,193,0.07080000000000009
FINAL_kan_shallow_multihospital_seed20260725,199,0.1346,0.9762,0.9017,0.9687,193,0.07450000000000001
FINAL_kan_shallow_multihospital_seed20260725,200,0.1523,0.9756,0.8993,0.9685,193,0.07630000000000003
FINAL_kan_shallow_no_overlap_seed20260721,1,1.0516,0.387,0.3892,0.6942,1,-0.0021999999999999797
FINAL_kan_shallow_no_overlap_seed20260721,2,1.0237,0.4537,0.4881,0.7744,2,-0.034399999999999986
FINAL_kan_shallow_no_overlap_seed20260721,3,1.0088,0.487,0.5193,0.7833,3,-0.032299999999999995
FINAL_kan_shallow_no_overlap_seed20260721,4,0.9905,0.4965,0.5279,0.7823,4,-0.03140000000000004
FINAL_kan_shallow_no_overlap_seed20260721,5,0.9716,0.5493,0.5269,0.7788,4,0.022399999999999975
FINAL_kan_shallow_no_overlap_seed20260721,6,0.9556,0.5744,0.5212,0.7773,4,0.053200000000000025
FINAL_kan_shallow_no_overlap_seed20260721,7,0.9359,0.5999,0.5282,0.7781,7,0.07169999999999999
FINAL_kan_shallow_no_overlap_seed20260721,8,0.9183,0.6282,0.5388,0.7838,8,0.08940000000000003
FINAL_kan_shallow_no_overlap_seed20260721,9,0.9013,0.6482,0.5414,0.7918,9,0.1068
FINAL_kan_shallow_no_overlap_seed20260721,10,0.8872,0.6637,0.5481,0.7996,10,0.11559999999999993
FINAL_kan_shallow_no_overlap_seed20260721,11,0.8726,0.6808,0.5626,0.8123,11,0.11819999999999997
FINAL_kan_shallow_no_overlap_seed20260721,12,0.834,0.6942,0.5756,0.8256,12,0.11860000000000004
FINAL_kan_shallow_no_overlap_seed20260721,13,0.8247,0.7047,0.5807,0.8323,13,0.124
FINAL_kan_shallow_no_overlap_seed20260721,14,0.8136,0.7148,0.5785,0.84,13,0.13629999999999998
FINAL_kan_shallow_no_overlap_seed20260721,15,0.8024,0.7251,0.5917,0.854,15,0.13339999999999996
FINAL_kan_shallow_no_overlap_seed20260721,16,0.7688,0.7355,0.6016,0.8618,16,0.13390000000000002
FINAL_kan_shallow_no_overlap_seed20260721,17,0.7556,0.748,0.614,0.8698,17,0.134
FINAL_kan_shallow_no_overlap_seed20260721,18,0.7525,0.7601,0.6349,0.8794,18,0.12519999999999998
FINAL_kan_shallow_no_overlap_seed20260721,19,0.72,0.7714,0.6439,0.8847,19,0.12749999999999995
FINAL_kan_shallow_no_overlap_seed20260721,20,0.7052,0.7834,0.659,0.8912,20,0.12439999999999996
FINAL_kan_shallow_no_overlap_seed20260721,21,0.6924,0.7952,0.6747,0.8958,21,0.12050000000000005
FINAL_kan_shallow_no_overlap_seed20260721,22,0.6841,0.8054,0.6853,0.9005,22,0.12009999999999998
FINAL_kan_shallow_no_overlap_seed20260721,23,0.6723,0.8155,0.6904,0.9026,23,0.1251
FINAL_kan_shallow_no_overlap_seed20260721,24,0.6545,0.8221,0.6987,0.9042,24,0.12340000000000007
FINAL_kan_shallow_no_overlap_seed20260721,25,0.6596,0.8279,0.7034,0.9056,25,0.12449999999999994
FINAL_kan_shallow_no_overlap_seed20260721,26,0.6274,0.8323,0.7025,0.9063,25,0.12980000000000003
FINAL_kan_shallow_no_overlap_seed20260721,27,0.6007,0.8368,0.7041,0.9079,27,0.13270000000000004
FINAL_kan_shallow_no_overlap_seed20260721,28,0.5876,0.8408,0.7155,0.9089,28,0.12529999999999997
FINAL_kan_shallow_no_overlap_seed20260721,29,0.5757,0.8457,0.7232,0.9109,29,0.12250000000000005
FINAL_kan_shallow_no_overlap_seed20260721,30,0.5569,0.8507,0.7254,0.9123,30,0.12529999999999997
FINAL_kan_shallow_no_overlap_seed20260721,31,0.5606,0.8564,0.7282,0.9131,31,0.1282000000000001
FINAL_kan_shallow_no_overlap_seed20260721,32,0.5264,0.8622,0.731,0.9132,32,0.13119999999999998
FINAL_kan_shallow_no_overlap_seed20260721,33,0.5257,0.8674,0.7372,0.9149,33,0.13019999999999998
FINAL_kan_shallow_no_overlap_seed20260721,34,0.5122,0.8732,0.7482,0.918,34,0.125
FINAL_kan_shallow_no_overlap_seed20260721,35,0.4963,0.8796,0.7552,0.921,35,0.12440000000000007
FINAL_kan_shallow_no_overlap_seed20260721,36,0.4721,0.8868,0.7607,0.9233,36,0.1261
FINAL_kan_shallow_no_overlap_seed20260721,37,0.4783,0.8931,0.7671,0.9251,37,0.126
FINAL_kan_shallow_no_overlap_seed20260721,38,0.4458,0.8998,0.7653,0.9245,37,0.13450000000000006
FINAL_kan_shallow_no_overlap_seed20260721,39,0.431,0.9061,0.7709,0.925,39,0.1352
FINAL_kan_shallow_no_overlap_seed20260721,40,0.4086,0.9103,0.7708,0.9261,39,0.13949999999999996
FINAL_kan_shallow_no_overlap_seed20260721,41,0.4032,0.9131,0.7768,0.9291,41,0.13629999999999998
FINAL_kan_shallow_no_overlap_seed20260721,42,0.4179,0.9154,0.7801,0.93,42,0.13529999999999998
FINAL_kan_shallow_no_overlap_seed20260721,43,0.4014,0.9182,0.7827,0.9305,43,0.13550000000000006
FINAL_kan_shallow_no_overlap_seed20260721,44,0.3762,0.9201,0.7898,0.9313,44,0.13030000000000008
FINAL_kan_shallow_no_overlap_seed20260721,45,0.369,0.9221,0.7903,0.9319,45,0.13180000000000003
FINAL_kan_shallow_no_overlap_seed20260721,46,0.3696,0.9239,0.7941,0.9338,46,0.12980000000000003
FINAL_kan_shallow_no_overlap_seed20260721,47,0.3473,0.926,0.7975,0.9347,47,0.12850000000000006
FINAL_kan_shallow_no_overlap_seed20260721,48,0.35,0.9282,0.8009,0.9358,48,0.12730000000000008
FINAL_kan_shallow_no_overlap_seed20260721,49,0.3379,0.9305,0.8007,0.9353,48,0.12980000000000003
FINAL_kan_shallow_no_overlap_seed20260721,50,0.3284,0.9322,0.8085,0.9358,50,0.12370000000000003
FINAL_kan_shallow_no_overlap_seed20260721,51,0.3406,0.9347,0.8146,0.9374,51,0.12009999999999998
FINAL_kan_shallow_no_overlap_seed20260721,52,0.3112,0.936,0.8186,0.9376,52,0.11740000000000006
FINAL_kan_shallow_no_overlap_seed20260721,53,0.307,0.9363,0.8201,0.938,53,0.11619999999999997
FINAL_kan_shallow_no_overlap_seed20260721,54,0.3006,0.9368,0.8225,0.9387,54,0.11429999999999996
FINAL_kan_shallow_no_overlap_seed20260721,55,0.3043,0.9383,0.8277,0.9387,55,0.11060000000000003
FINAL_kan_shallow_no_overlap_seed20260721,56,0.2996,0.9389,0.8282,0.9388,56,0.11069999999999991
FINAL_kan_shallow_no_overlap_seed20260721,57,0.2935,0.9392,0.8306,0.9393,57,0.10860000000000003
FINAL_kan_shallow_no_overlap_seed20260721,58,0.295,0.9388,0.8332,0.9398,58,0.10559999999999992
FINAL_kan_shallow_no_overlap_seed20260721,59,0.2819,0.9401,0.8352,0.9403,59,0.1049
FINAL_kan_shallow_no_overlap_seed20260721,60,0.2833,0.9423,0.8392,0.9406,60,0.10310000000000008
FINAL_kan_shallow_no_overlap_seed20260721,61,0.2805,0.9429,0.8408,0.9413,61,0.10209999999999997
FINAL_kan_shallow_no_overlap_seed20260721,62,0.2702,0.9429,0.842,0.9424,62,0.10089999999999999
FINAL_kan_shallow_no_overlap_seed20260721,63,0.2719,0.9438,0.8446,0.9433,63,0.09919999999999995
FINAL_kan_shallow_no_overlap_seed20260721,64,0.2668,0.9446,0.8504,0.9441,64,0.09419999999999995
FINAL_kan_shallow_no_overlap_seed20260721,65,0.2522,0.9452,0.8528,0.9451,65,0.09240000000000004
FINAL_kan_shallow_no_overlap_seed20260721,66,0.2366,0.9451,0.8547,0.9456,66,0.09040000000000004
FINAL_kan_shallow_no_overlap_seed20260721,67,0.2525,0.9461,0.8574,0.946,67,0.0887
FINAL_kan_shallow_no_overlap_seed20260721,68,0.2692,0.9471,0.8585,0.9458,68,0.08860000000000001
FINAL_kan_shallow_no_overlap_seed20260721,69,0.2459,0.9481,0.8588,0.9461,69,0.08930000000000005
FINAL_kan_shallow_no_overlap_seed20260721,70,0.2507,0.9491,0.858,0.9462,69,0.09110000000000007
FINAL_kan_shallow_no_overlap_seed20260721,71,0.2304,0.9497,0.8592,0.9467,71,0.09050000000000002
FINAL_kan_shallow_no_overlap_seed20260721,72,0.235,0.951,0.8612,0.9473,72,0.08979999999999999
FINAL_kan_shallow_no_overlap_seed20260721,73,0.2213,0.9521,0.8632,0.9472,73,0.08889999999999998
FINAL_kan_shallow_no_overlap_seed20260721,74,0.2279,0.9527,0.8635,0.9477,74,0.08919999999999995
FINAL_kan_shallow_no_overlap_seed20260721,75,0.2298,0.9531,0.866,0.9481,75,0.08709999999999996
FINAL_kan_shallow_no_overlap_seed20260721,76,0.2164,0.9541,0.8725,0.9488,76,0.0815999999999999
FINAL_kan_shallow_no_overlap_seed20260721,77,0.2333,0.9552,0.8742,0.949,77,0.08100000000000007
FINAL_kan_shallow_no_overlap_seed20260721,78,0.2293,0.9556,0.8771,0.9499,78,0.07850000000000001
FINAL_kan_shallow_no_overlap_seed20260721,79,0.2231,0.9567,0.8787,0.9505,79,0.07799999999999996
FINAL_kan_shallow_no_overlap_seed20260721,80,0.2184,0.9579,0.8789,0.9507,80,0.07899999999999996
FINAL_kan_shallow_no_overlap_seed20260721,81,0.2182,0.959,0.8818,0.9515,81,0.07719999999999994
FINAL_kan_shallow_no_overlap_seed20260721,82,0.2118,0.9593,0.8848,0.9531,82,0.07450000000000001
FINAL_kan_shallow_no_overlap_seed20260721,83,0.2243,0.9591,0.8875,0.9545,83,0.0716
FINAL_kan_shallow_no_overlap_seed20260721,84,0.2073,0.9601,0.892,0.956,84,0.06809999999999994
FINAL_kan_shallow_no_overlap_seed20260721,85,0.2042,0.9607,0.8937,0.9559,85,0.06699999999999995
FINAL_kan_shallow_no_overlap_seed20260721,86,0.2249,0.9613,0.8957,0.9564,86,0.06559999999999999
FINAL_kan_shallow_no_overlap_seed20260721,87,0.2232,0.9622,0.8954,0.9574,86,0.06680000000000008
FINAL_kan_shallow_no_overlap_seed20260721,88,0.195,0.9617,0.8945,0.9579,86,0.06720000000000004
FINAL_kan_shallow_no_overlap_seed20260721,89,0.2061,0.9623,0.8936,0.9577,86,0.0687000000000001
FINAL_kan_shallow_no_overlap_seed20260721,90,0.2095,0.964,0.8979,0.9577,90,0.06609999999999994
FINAL_kan_shallow_no_overlap_seed20260721,91,0.2094,0.9643,0.8959,0.9575,90,0.06840000000000002
FINAL_kan_shallow_no_overlap_seed20260721,92,0.2037,0.9645,0.8955,0.9576,90,0.06900000000000006
FINAL_kan_shallow_no_overlap_seed20260721,93,0.1971,0.9648,0.8931,0.957,90,0.07169999999999999
FINAL_kan_shallow_no_overlap_seed20260721,94,0.1906,0.9661,0.8934,0.9566,90,0.07269999999999999
FINAL_kan_shallow_no_overlap_seed20260721,95,0.1973,0.9665,0.8966,0.9557,90,0.06990000000000007
FINAL_kan_shallow_no_overlap_seed20260721,96,0.2084,0.9669,0.8953,0.9552,90,0.0716
FINAL_kan_shallow_no_overlap_seed20260721,97,0.1951,0.9675,0.8943,0.9558,90,0.07320000000000004
FINAL_kan_shallow_no_overlap_seed20260721,98,0.1971,0.9675,0.8902,0.956,90,0.07730000000000004
FINAL_kan_shallow_no_overlap_seed20260721,99,0.1967,0.9676,0.8906,0.9564,90,0.07700000000000007
FINAL_kan_shallow_no_overlap_seed20260721,100,0.1891,0.9686,0.8908,0.9563,90,0.07779999999999998
FINAL_kan_shallow_no_overlap_seed20260721,101,0.1902,0.9684,0.8918,0.9566,90,0.0766
FINAL_kan_shallow_no_overlap_seed20260721,102,0.2083,0.9687,0.889,0.9563,90,0.0797
FINAL_kan_shallow_no_overlap_seed20260721,103,0.181,0.9684,0.8867,0.956,90,0.0817
FINAL_kan_shallow_no_overlap_seed20260721,104,0.1841,0.9688,0.8903,0.9566,90,0.07850000000000001
FINAL_kan_shallow_no_overlap_seed20260721,105,0.1954,0.9694,0.8941,0.957,90,0.07530000000000003
FINAL_kan_shallow_no_overlap_seed20260721,106,0.183,0.9699,0.8949,0.9575,90,0.07499999999999996
FINAL_kan_shallow_no_overlap_seed20260721,107,0.178,0.97,0.8944,0.9579,90,0.0756
FINAL_kan_shallow_no_overlap_seed20260721,108,0.1745,0.9704,0.8953,0.9581,90,0.07510000000000006
FINAL_kan_shallow_no_overlap_seed20260721,109,0.1712,0.9712,0.8983,0.9582,109,0.07289999999999996
FINAL_kan_shallow_no_overlap_seed20260721,110,0.1747,0.9718,0.8961,0.9574,109,0.07569999999999999
FINAL_kan_shallow_no_overlap_seed20260721,111,0.1715,0.9717,0.8961,0.9579,109,0.0756
FINAL_kan_shallow_no_overlap_seed20260721,112,0.1676,0.9721,0.8962,0.9577,109,0.07589999999999997
FINAL_kan_shallow_no_overlap_seed20260721,113,0.1737,0.9731,0.8989,0.9572,113,0.07419999999999993
FINAL_kan_shallow_no_overlap_seed20260721,114,0.1823,0.9733,0.8995,0.9575,114,0.07380000000000009
FINAL_kan_shallow_no_overlap_seed20260721,115,0.1748,0.9728,0.8985,0.9582,114,0.07430000000000003
FINAL_kan_shallow_no_overlap_seed20260721,116,0.1773,0.9728,0.8982,0.9581,114,0.0746
FINAL_kan_shallow_no_overlap_seed20260721,117,0.168,0.9737,0.8989,0.9577,114,0.07479999999999998
FINAL_kan_shallow_no_overlap_seed20260721,118,0.1716,0.9742,0.8989,0.9577,114,0.07529999999999992
FINAL_kan_shallow_no_overlap_seed20260721,119,0.1737,0.9741,0.8991,0.9583,114,0.07499999999999996
FINAL_kan_shallow_no_overlap_seed20260721,120,0.1708,0.9728,0.8968,0.9591,114,0.07599999999999996
FINAL_kan_shallow_no_overlap_seed20260721,121,0.159,0.9728,0.8986,0.9591,114,0.07420000000000004
FINAL_kan_shallow_no_overlap_seed20260721,122,0.1617,0.9744,0.9,0.9589,122,0.07440000000000002
FINAL_kan_shallow_no_overlap_seed20260721,123,0.1687,0.9758,0.9047,0.9587,123,0.07110000000000005
FINAL_kan_shallow_no_overlap_seed20260721,124,0.1748,0.9759,0.9049,0.958,124,0.07099999999999995
FINAL_kan_shallow_no_overlap_seed20260721,125,0.1729,0.9763,0.9032,0.9579,124,0.07309999999999994
FINAL_kan_shallow_no_overlap_seed20260721,126,0.172,0.9751,0.9022,0.9585,124,0.07289999999999996
FINAL_kan_shallow_no_overlap_seed20260721,127,0.1665,0.9749,0.9008,0.9583,124,0.07409999999999994
FINAL_kan_shallow_no_overlap_seed20260721,128,0.1591,0.9759,0.9022,0.9582,124,0.07369999999999999
FINAL_kan_shallow_no_overlap_seed20260721,129,0.1581,0.9769,0.9026,0.958,124,0.07430000000000003
FINAL_kan_shallow_no_overlap_seed20260721,130,0.1678,0.9772,0.901,0.9574,124,0.07619999999999993
FINAL_kan_shallow_no_overlap_seed20260721,131,0.1581,0.9769,0.8996,0.958,124,0.07730000000000004
FINAL_kan_shallow_no_overlap_seed20260721,132,0.156,0.9768,0.8994,0.958,124,0.07740000000000002
FINAL_kan_shallow_no_overlap_seed20260721,133,0.1702,0.9776,0.8981,0.9574,124,0.07950000000000002
FINAL_kan_shallow_no_overlap_seed20260721,134,0.1686,0.9785,0.8977,0.956,124,0.08079999999999998
FINAL_kan_shallow_no_overlap_seed20260721,135,0.1574,0.9787,0.8929,0.955,124,0.08579999999999999
FINAL_kan_shallow_no_overlap_seed20260721,136,0.1627,0.9789,0.8953,0.9563,124,0.08360000000000001
FINAL_kan_shallow_no_overlap_seed20260721,137,0.1545,0.9775,0.8906,0.9566,124,0.08690000000000009
FINAL_kan_shallow_no_overlap_seed20260721,138,0.1574,0.9769,0.8902,0.9566,124,0.0867
FINAL_kan_shallow_no_overlap_seed20260721,139,0.1659,0.9779,0.8924,0.9565,124,0.08550000000000002
FINAL_kan_shallow_no_overlap_seed20260721,140,0.1706,0.9795,0.8855,0.9559,124,0.09400000000000008
FINAL_kan_shallow_no_overlap_seed20260721,141,0.1512,0.9795,0.8889,0.9554,124,0.09060000000000001
FINAL_kan_shallow_no_overlap_seed20260721,142,0.1582,0.9792,0.8929,0.9564,124,0.08629999999999993
FINAL_kan_shallow_no_overlap_seed20260721,143,0.1605,0.9794,0.8949,0.9568,124,0.08450000000000002
FINAL_kan_shallow_no_overlap_seed20260721,144,0.152,0.9793,0.8955,0.9564,124,0.08379999999999999
FINAL_kan_shallow_no_overlap_seed20260721,145,0.1624,0.9791,0.8942,0.9563,124,0.08489999999999998
FINAL_kan_shallow_no_overlap_seed20260721,146,0.1413,0.9783,0.893,0.9571,124,0.08529999999999993
FINAL_kan_shallow_no_overlap_seed20260721,147,0.1633,0.9787,0.8937,0.9569,124,0.08499999999999996
FINAL_kan_shallow_no_overlap_seed20260721,148,0.147,0.98,0.8899,0.9558,124,0.09009999999999996
FINAL_kan_shallow_no_overlap_seed20260721,149,0.1511,0.9801,0.8794,0.9556,124,0.10070000000000001
FINAL_kan_shallow_no_overlap_seed20260721,150,0.1541,0.9796,0.8903,0.956,124,0.08930000000000005
FINAL_kan_shallow_no_overlap_seed20260721,151,0.1482,0.9798,0.8895,0.9554,124,0.09030000000000005
FINAL_kan_shallow_no_overlap_seed20260721,152,0.1496,0.9802,0.8914,0.9554,124,0.08879999999999999
FINAL_kan_shallow_no_overlap_seed20260721,153,0.1447,0.9808,0.8969,0.9548,124,0.08389999999999997
FINAL_kan_shallow_no_overlap_seed20260721,154,0.1544,0.9807,0.8988,0.9554,124,0.08189999999999997
FINAL_kan_shallow_no_overlap_seed20260721,155,0.1444,0.9804,0.8973,0.9558,124,0.08310000000000006
FINAL_kan_shallow_no_overlap_seed20260721,156,0.1419,0.9811,0.8987,0.9561,124,0.08239999999999992
FINAL_kan_shallow_no_overlap_seed20260721,157,0.1454,0.982,0.8857,0.9552,124,0.09629999999999994
FINAL_kan_shallow_no_overlap_seed20260721,158,0.1511,0.9822,0.8718,0.9549,124,0.11039999999999994
FINAL_kan_shallow_no_overlap_seed20260721,159,0.1566,0.9818,0.8781,0.9565,124,0.10370000000000001
FINAL_kan_shallow_no_overlap_seed20260721,160,0.1327,0.9818,0.8963,0.9574,124,0.08550000000000002
FINAL_kan_shallow_no_overlap_seed20260721,161,0.1508,0.982,0.8992,0.9576,124,0.08279999999999998
FINAL_kan_shallow_no_overlap_seed20260721,162,0.1448,0.9823,0.8997,0.958,124,0.0825999999999999
FINAL_kan_shallow_no_overlap_seed20260721,163,0.1458,0.9821,0.8989,0.9579,124,0.08319999999999994
FINAL_kan_shallow_no_overlap_seed20260721,164,0.1346,0.9823,0.8955,0.9575,124,0.08679999999999999
FINAL_kan_shallow_no_overlap_seed20260722,1,1.0378,0.5385,0.5311,0.7586,1,0.007399999999999962
FINAL_kan_shallow_no_overlap_seed20260722,2,1.0074,0.5956,0.5339,0.7668,2,0.06169999999999998
FINAL_kan_shallow_no_overlap_seed20260722,3,0.9918,0.6064,0.51,0.7592,2,0.09640000000000004
FINAL_kan_shallow_no_overlap_seed20260722,4,0.9786,0.6182,0.507,0.7613,2,0.11119999999999997
FINAL_kan_shallow_no_overlap_seed20260722,5,0.9608,0.6311,0.5007,0.763,2,0.13039999999999996
FINAL_kan_shallow_no_overlap_seed20260722,6,0.9539,0.6366,0.5107,0.7691,2,0.1259
FINAL_kan_shallow_no_overlap_seed20260722,7,0.9347,0.6399,0.5305,0.7787,2,0.10940000000000005
FINAL_kan_shallow_no_overlap_seed20260722,8,0.9193,0.6433,0.5398,0.7877,8,0.10350000000000004
FINAL_kan_shallow_no_overlap_seed20260722,9,0.9,0.6492,0.5414,0.7931,9,0.1078
FINAL_kan_shallow_no_overlap_seed20260722,10,0.8851,0.6553,0.5531,0.8019,10,0.10219999999999996
FINAL_kan_shallow_no_overlap_seed20260722,11,0.8841,0.6599,0.5621,0.8109,11,0.0978
FINAL_kan_shallow_no_overlap_seed20260722,12,0.8697,0.6673,0.5678,0.8188,12,0.09950000000000003
FINAL_kan_shallow_no_overlap_seed20260722,13,0.8391,0.6755,0.5667,0.826,12,0.10880000000000001
FINAL_kan_shallow_no_overlap_seed20260722,14,0.8428,0.6889,0.5781,0.8365,14,0.11080000000000001
FINAL_kan_shallow_no_overlap_seed20260722,15,0.8063,0.7033,0.5964,0.8462,15,0.1069
FINAL_kan_shallow_no_overlap_seed20260722,16,0.8033,0.7189,0.6101,0.855,16,0.10880000000000001
FINAL_kan_shallow_no_overlap_seed20260722,17,0.7651,0.7316,0.6189,0.8607,17,0.11270000000000002
FINAL_kan_shallow_no_overlap_seed20260722,18,0.7589,0.7396,0.6261,0.8669,18,0.11350000000000005
FINAL_kan_shallow_no_overlap_seed20260722,19,0.7361,0.7465,0.6325,0.8726,19,0.1140000000000001
FINAL_kan_shallow_no_overlap_seed20260722,20,0.7076,0.7596,0.645,0.8772,20,0.11460000000000004
FINAL_kan_shallow_no_overlap_seed20260722,21,0.6995,0.7726,0.6624,0.8811,21,0.11019999999999996
